objectid,wd17cd,wd17nm,wd17nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
7687,S13002997,Dingwall and Seaforth, ,253997,859885,-4.44511986,57.60525131,112903659.127883,105893.298228519
7688,S13002998,Black Isle, ,265232,857823,-4.2561202,57.59024048,242898124.841787,100832.23346067
7689,S13002999,Eilean á Chèo, ,146326,845171,-6.22733021,57.42580032,1753060939.63273,1019549.92656426
7690,S13003000,Caol and Mallaig, ,205014,791240,-5.2094698,56.97109985,2043094656.61121,705195.836617568
7691,S13003001,Aird and Loch Ness, ,237140,823766,-4.70286989,57.27539825,2451153507.5513,341340.306002673
7692,S13003002,Inverness West, ,264568,844660,-4.25990009,57.4718895,8721304.58494766,16644.5388023453
7693,S13003003,Inverness Central, ,265394,845698,-4.24670982,57.48146057,3609575.03381462,16851.584255225
7694,S13003004,Inverness Ness-side, ,265978,841361,-4.23460007,57.44269943,10893577.6883541,18351.9961515143
7695,S13003005,Inverness Millburn, ,268584,845307,-4.19333982,57.47888184,8601507.0872179,22047.049091347
7696,S13003006,Culloden and Ardersier, ,276758,849081,-4.05903006,57.51506042,83683375.8412719,60650.4204659838
7697,S13003007,Nairn and Cawdor, ,288377,843413,-3.86259007,57.46718979,434418699.918636,142878.492515513
7698,S13003008,Inverness South, ,273701,829449,-4.09989977,57.33798981,522231017.418851,171742.487806977
7699,S13003009,Badenoch and Strathspey, ,278553,799681,-4.00479984,57.07207108,2329968416.28849,346151.597909225
7700,S13003010,Fort William and Ardnamurchan, ,175473,771193,-5.6766901,56.77798843,2559890033.92572,861458.916608836
7701,S13003011,Inverclyde East, ,231617,669055,-4.69369984,55.88510132,86851591.744994,56668.1175504182
7702,S13003012,Inverclyde East Central, ,231899,674296,-4.69245005,55.93223953,6601408.67092373,23773.8537279273
7703,S13003013,Inverclyde Central, ,228162,673994,-4.75199986,55.92821121,10617833.7754912,19220.1659292042
7704,S13003014,Inverclyde North, ,226776,676858,-4.77600002,55.9534111,3942080.33306781,12970.9797872385
7705,S13003015,Inverclyde West, ,221860,676177,-4.85417986,55.94551086,6366105.8777206,17707.3919985808
7706,S13003016,Inverclyde South West, ,222912,672709,-4.83508015,55.91476822,44226449.9869827,38533.5871709022
7707,S13003017,Inverclyde South, ,225781,675796,-4.7912302,55.94351959,3355295.68056826,13330.0371190243
7708,S13003018,Penicuik, ,320240,659595,-3.27462006,55.82297897,73576428.5310232,43291.4772630991
7709,S13003019,Bonnyrigg, ,330735,664899,-3.1085,55.8722496,7656370.86963882,16144.3883177996
7710,S13003020,Dalkeith, ,332713,669063,-3.07793999,55.90993118,16219206.3797957,19924.4916711953
7711,S13003021,Midlothian West, ,325866,663804,-3.18600011,55.86169052,40034497.9050953,35201.0958941714
7712,S13003022,Midlothian East, ,338157,664833,-2.98990011,55.87266922,84897936.7782426,69097.3284400176
7713,S13003023,Midlothian South, ,332197,658115,-3.08345008,55.81150818,132887130.037414,66131.1438043841
7714,S13003024,Speyside Glenlivet, ,320413,833880,-3.3255899,57.38834,1262441277.17902,267378.586617928
7715,S13003025,Keith and Cullen, ,349787,858871,-2.84218001,57.61698914,254236583.134885,114307.831345801
7716,S13003026,Buckie, ,343562,865327,-2.94788003,57.67422867,17273655.4789408,29599.1339539489
7717,S13003027,Fochabers Lhanbryde, ,333384,861782,-3.11751008,57.64099884,227809113.866021,103942.74254895
7718,S13003028,Heldon and Laich, ,317388,863305,-3.38589001,57.65203094,172646935.608551,79824.5382983938
7719,S13003029,Elgin City North, ,321712,863673,-3.31357002,57.65610886,5507812.97510897,16981.9204551046
7720,S13003030,Elgin City South, ,321092,861532,-3.32326007,57.63676834,9262337.26768505,20777.5401321208
7721,S13003031,Forres, ,302855,850575,-3.62419009,57.53482819,288403614.677727,132681.907605816
7722,S13003032,Irvine West, ,231381,640850,-4.68002987,55.63188171,8028479.65840438,16320.5702115574
7723,S13003033,Irvine East, ,236277,641554,-4.60276985,55.63986969,23210397.4455467,41413.3204630465
7724,S13003034,Kilwinning, ,230569,645639,-4.69586992,55.67457962,52118223.9560395,44514.5423526836
7725,S13003035,Stevenston, ,227718,641510,-4.7385602,55.63652039,13501302.2005178,21549.4958371789
7726,S13003036,Ardrossan and Arran, ,195921,636363,-5.23905993,55.57804108,434357231.331025,139610.703885432
7727,S13003037,Dalry and West Kilbride, ,228472,650549,-4.73225021,55.71791077,166276902.247737,94596.5621449968
7728,S13003038,Kilbirnie and Beith, ,231243,657387,-4.69242001,55.78025818,37511364.0120083,40288.5262840808
7729,S13003039,North Coast and Cumbraes, ,224007,662193,-4.81075001,55.82080841,119012320.512935,106955.466532453
7730,S13003040,Saltcoats, ,224438,642566,-4.79126978,55.6448288,3975257.01999821,11496.5293167468
7731,S13003041,Irvine South, ,233930,636821,-4.63715982,55.59659958,27422492.1400106,42598.888294999
7732,S13003042,Kilsyth, ,271947,679505,-4.05439997,55.99134827,58199275.7912399,47607.7705473611
7733,S13003043,Cumbernauld North, ,273868,675113,-4.02157021,55.95243073,16370875.065846,21684.3723360097
7734,S13003044,Cumbernauld South, ,274716,673477,-4.00723982,55.93796158,5127071.61683995,13542.0168983367
7735,S13003045,Cumbernauld East, ,279338,675014,-3.93397999,55.95294189,25312647.5978831,34263.7312057394
7736,S13003046,"Stepps, Chryston and Muirhead", ,266656,669598,-4.13425016,55.90095901,16642482.129653,25171.4455297288
7737,S13003047,"Gartcosh, Glenboig and Moodiesburn", ,271724,669598,-4.05325985,55.90233994,26088696.1913195,28911.2412636744
7738,S13003048,Coatbridge North, ,272183,665959,-4.04419994,55.86978912,10672552.0867211,16916.4022408757
7739,S13003049,Airdrie North, ,280299,669043,-3.91595006,55.89957047,76583152.864243,47366.7103923007
7740,S13003050,Airdrie Central, ,275825,665477,-3.98582006,55.8664093,5049600.54146648,10934.1640942933
7741,S13003051,Coatbridge West, ,271346,664115,-4.05669022,55.85300827,4033668.47731753,10870.6290493758
7742,S13003052,Coatbridge South, ,273545,663787,-4.02144003,55.85063934,5858541.85759726,13347.6047860721
7743,S13003053,Airdrie South, ,278133,663817,-3.94821,55.85208893,19408896.5080351,21816.8225138744
7744,S13003054,Fortissat, ,286119,659929,-3.81908989,55.81912994,113543397.305407,58718.1345823121
7745,S13003055,Thorniewood, ,269993,662181,-4.07736015,55.83528137,7215096.63734312,14528.8281277634
7746,S13003056,Bellshill, ,272865,660311,-4.03066015,55.8192482,12923003.8512431,23985.5297704792
7747,S13003057,Mossend and Holytown, ,276947,660512,-3.96565008,55.82212067,11118983.9837305,21129.3997565019
7748,S13003058,Motherwell West, ,273524,657516,-4.01884985,55.7943306,6123916.13883992,13443.2255807027
7749,S13003059,Motherwell North, ,277263,658950,-3.9598999,55.80817032,9268507.17257156,18479.7483609081
7750,S13003060,Motherwell South East and Ravenscraig, ,276987,656160,-3.96304011,55.78305054,12629899.6303916,20436.6236288867
7751,S13003061,Murdostoun, ,280780,657562,-3.90320992,55.7965889,15815847.0749556,29988.6885035296
7752,S13003062,Wishaw, ,279712,653176,-3.91829991,55.75693893,14230030.4069226,23207.2226364522
7753,S13003063,Carse of Gowrie, ,325055,728030,-3.21705008,56.4384613,166373014.810853,84087.2014021545
7754,S13003064,Strathmore, ,321401,735957,-3.2786901,56.50907135,260340641.707332,142649.780703152
7755,S13003065,Blairgowrie and Glens, ,310642,762611,-3.4626801,56.746521,531075329.39695,169775.883360188
7756,S13003066,Highland, ,271911,759075,-4.09378004,56.70574188,2304175448.32202,335958.941714713
7757,S13003067,Strathtay, ,299260,740104,-3.63989997,56.54207993,671783817.859662,166630.741856399
7758,S13003068,Strathearn, ,276842,722224,-3.99580002,56.37620926,495152233.28376,125207.613522778
7759,S13003069,Strathallan, ,290595,709874,-3.76810002,56.2686882,361574360.717513,105583.694088945
7760,S13003070,Kinross-shire, ,310581,704979,-3.44387007,56.22890854,273673373.131376,103179.495745377
7761,S13003071,Almond and Earn, ,302350,719470,-3.58194995,56.3574295,297660993.008755,151076.017291479
7762,S13003072,Perth City South, ,310251,722379,-3.45512009,56.38512039,7281482.04668884,13051.3521819231
7763,S13003073,Perth City North, ,309554,725373,-3.46743989,56.41188049,4578153.40213174,12446.6927513604
7764,S13003074,Perth City Centre, ,311386,724112,-3.43734002,56.40090179,10101226.5655612,30982.1749292631
7765,S13003075,Renfrew North and Braehead, ,250754,667479,-4.38717985,55.87726974,5758380.00864305,12586.7042929932
7766,S13003076,Renfrew South and Gallowhill, ,250478,665740,-4.39062977,55.86156845,6469897.87243078,13037.9493543509
7767,S13003077,Paisley Northeast and Ralston, ,250193,664154,-4.39429998,55.84725189,3908377.21609263,9009.31341456603
7768,S13003078,Paisley Northwest, ,247125,665020,-4.44373989,55.85406113,12147973.4201004,23882.0009715152
7769,S13003079,Paisley East and Central, ,249854,662866,-4.39900017,55.83557892,5064749.15540908,12634.1063883901
7770,S13003080,Paisley Southeast, ,248770,661556,-4.41555977,55.8234787,6986118.4411317,14691.26331216
7771,S13003081,Paisley Southwest, ,245724,661026,-4.46382999,55.81776047,11602389.4251379,17753.8754494738
7772,S13003082,Johnstone South and Elderslie, ,243350,661103,-4.50171995,55.8176918,11050429.2495917,21346.905491698
7773,S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch", ,236248,660301,-4.61445999,55.80812836,98919107.0962034,72203.0707771655
7774,S13003084,"Houston, Crosslee and Linwood", ,242689,666283,-4.51527023,55.86397171,25862557.2043488,26502.4459087669
7775,S13003085,"Bishopton, Bridge of Weir and Langbank", ,240697,671067,-4.54988003,55.90625,58774759.3880744,53634.8188033191
7776,S13003086,Erskine and Inchinnan, ,247070,669648,-4.44722986,55.89558029,14942917.0821318,25310.1890792241
7777,S13003087,Troon, ,232966,631067,-4.64896011,55.54462051,11870684.3810971,26166.2430835777
7778,S13003088,Prestwick, ,236303,625746,-4.59298992,55.49798965,11403988.0025861,17850.1315684603
7779,S13003089,Ayr North, ,235095,622816,-4.61035013,55.47129059,6468248.21817193,13376.5178750269
7780,S13003090,Ayr East, ,235112,620026,-4.6084199,55.44625092,3610810.47030765,8928.22740179048
7781,S13003091,Ayr West, ,232685,619082,-4.64618015,55.43695068,10499591.3854375,23978.6308827684
7782,S13003092,Kyle, ,241452,629289,-4.51358986,55.53150177,134311373.858789,73645.9304578369
7783,S13003093,"Maybole, North Carrick and Coylton", ,235108,608911,-4.60192013,55.34648132,327987343.419789,164894.246064449
7784,S13003094,Girvan and South Carrick, ,223887,592860,-4.76861,55.19852829,717960952.522653,201565.894091006
7785,S13003095,Clydesdale West, ,285296,649336,-3.82775998,55.72380829,61755608.3361104,46725.3481361516
7786,S13003096,Clydesdale North, ,293738,652064,-3.69448996,55.75024033,153947930.358471,96219.2595454605
7787,S13003097,Clydesdale East, ,292491,622474,-3.70279002,55.48421097,814428057.258673,205596.68236125
7788,S13003098,Clydesdale South, ,280963,633917,-3.89001989,55.58430099,300719898.760822,94029.5547755558
7789,S13003099,Avondale and Stonehouse, ,268146,642478,-4.09731007,55.65787125,250631466.37349,90026.6047033926
7790,S13003100,East Kilbride South, ,260710,651952,-4.2202301,55.74084854,8143117.17724872,19096.7894834467
7791,S13003101,East Kilbride Central South, ,262879,653634,-4.18655014,55.75656891,3854180.81915011,10206.0356848114
7792,S13003102,East Kilbride Central North, ,263474,654466,-4.17749977,55.76420975,4275353.49207267,11214.2123738256
7793,S13003103,East Kilbride West, ,261241,655686,-4.21367979,55.7745285,24977113.5288216,30486.7587197934
7794,S13003104,East Kilbride East, ,265654,655971,-4.14351988,55.77833176,12715987.8050515,25253.3087297676
7795,S13003105,Rutherglen South, ,261848,659785,-4.20608997,55.81150055,3969071.89938422,10751.7522554383
7796,S13003106,Rutherglen Central and North, ,261629,661910,-4.21065998,55.83052063,4425076.6826496,13375.4855575202
7797,S13003107,Cambuslang West, ,263797,660025,-4.17512989,55.81420898,5926710.39272401,15064.7177035427
7798,S13003108,Cambuslang East, ,266296,660074,-4.13531017,55.81534958,10943127.2360881,18270.2550060038
7799,S13003109,Blantyre, ,269003,657515,-4.09090996,55.79310989,7897138.62239107,21290.9892101286
7800,S13003110,Bothwell and Uddingston, ,270060,659417,-4.07496977,55.81047821,8184209.02478551,15222.4078587258
7801,S13003111,Hamilton North and East, ,272857,655769,-4.02866983,55.77846909,15163280.459522,27819.2227255521
7802,S13003112,Hamilton West and Earnock, ,267497,653305,-4.1128602,55.75490189,21797048.890799,27016.6100497437
7803,S13003113,Hamilton South, ,271293,653900,-4.05270004,55.76126862,5214512.97918519,12198.7008230574
7804,S13003114,Larkhall, ,275350,649805,-3.98621988,55.72555923,54928311.4864288,52077.4132898979
7805,S13003115,Trossachs and Teith, ,250999,716630,-4.41069984,56.31855011,1530673261.18117,275611.573130522
7806,S13003116,Forth and Endrick, ,253641,691217,-4.35400009,56.09125137,464126364.746749,186999.234047398
7807,S13003117,Dunblane and Bridge of Allan, ,280742,701576,-3.92336011,56.19181061,69311597.7333544,52595.0739715842
7808,S13003118,Stirling North, ,282894,697442,-3.88687992,56.15522003,33801065.8053592,41815.0761759829
7809,S13003119,Stirling West, ,274353,689331,-4.02046013,56.08021927,104719369.661455,49361.4236252925
7810,S13003120,Stirling East, ,280719,692029,-3.91945004,56.10607147,6695335.74403932,16845.8325048309
7811,S13003121,Bannockburn, ,284226,688839,-3.86171007,56.07828903,44017419.4541056,42704.7805594218
7812,S13003122,Lomond, ,240181,685373,-4.56660986,56.03448868,74331160.4596869,55704.0692475546
7813,S13003123,Leven, ,239698,678007,-4.56996012,55.96820831,19486546.3189976,31566.2895081547
7814,S13003124,Dumbarton, ,243961,676978,-4.50114012,55.96038055,46287747.4360999,53186.2438900665
7815,S13003125,Kilpatrick, ,248365,675760,-4.4299798,55.95085907,23845444.2270295,27321.3454480785
7816,S13003126,Clydebank Central, ,249482,671398,-4.40967989,55.91204834,4821537.95081105,10956.1233850805
7817,S13003127,Clydebank Waterfront, ,247078,672203,-4.44855022,55.91852188,8533611.46589237,25911.8281141981
7818,W05000041,Aberdaron,Aberdaron,219599,328266,-4.67874002,52.82167053,47707132.6408681,65214.2467089222
7819,W05000042,Aberdovey,Aberdyfi,269616,300543,-3.9259901,52.58702087,52966212.1314351,55163.2492057616
7820,W05000043,Abererch,Abererch,238777,339012,-4.39973021,52.92425919,24885850.6986267,35892.4988312309
7821,W05000044,Abermaw,Abermaw,262633,317800,-4.03619003,52.74034119,16007479.678647,26636.7214985834
7822,W05000045,Abersoch,Aber-soch,231372,329369,-4.5047698,52.83538818,5818837.70243318,17327.3367479401
7823,W05000046,Arllechwedd,Arllechwedd,264699,366969,-4.02615976,53.18257904,81671696.974721,61250.4265959276
7824,W05000047,Bala,Y Bala,292144,336016,-3.60528994,52.91072083,2624074.89727934,7546.14691415147
7825,W05000048,Bethel,Bethel,253530,365835,-4.19264984,53.16942978,9562612.98212325,15521.1510063389
7826,W05000049,Bontnewydd,Bontnewydd,246357,360487,-4.29729986,53.11936951,10048908.9246836,20468.0546232853
7827,W05000050,Botwnnog,Botwnnog,223623,331158,-4.62064981,52.84896851,34272585.4573831,35059.8674446395
7828,W05000051,Bowydd and Rhiw,Bowydd a Rhiw,269458,345879,-3.94641995,52.99430084,26023705.7080031,29694.5838568222
7829,W05000052,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,Brithdir a Llanfachreth/Ganllwyd/Llanelltyd,274428,321329,-3.86294007,52.77490997,195770249.111205,94576.9579182435
7830,W05000053,Bryn-crug/Llanfihangel,Bryn-crug/Llanfihangel,267475,308001,-3.9605701,52.65351105,108566523.931036,60541.2723024849
7831,W05000054,Cadnant,Cadnant,249818,363569,-4.24707985,53.14804077,2125795.57419444,8530.04262274134
